               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,    metrics/mAP_0.75,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 143,              1.0394,             0.75056,              1.1491,              0.8583,             0.81731,             0.87748,             0.72323,             0.65649,             0.93617,             0.65364,              1.1365,            0.005314,            0.005314,            0.005314
                 144,              1.0369,             0.74706,              1.1476,             0.85813,             0.81721,             0.87753,             0.72324,             0.65654,             0.93593,              0.6533,              1.1362,            0.005281,            0.005281,            0.005281
                 145,              1.0339,             0.74692,              1.1445,             0.85844,             0.81738,             0.87749,             0.72339,             0.65662,             0.93583,             0.65287,              1.1361,            0.005248,            0.005248,            0.005248
                 146,              1.0328,              0.7419,              1.1461,             0.85787,             0.81754,              0.8777,             0.72379,             0.65687,             0.93571,             0.65249,              1.1359,            0.005215,            0.005215,            0.005215
                 147,              1.0358,             0.74595,              1.1457,             0.85598,             0.81896,             0.87778,              0.7239,             0.65699,             0.93563,              0.6521,              1.1357,            0.005182,            0.005182,            0.005182
                 148,              1.0306,             0.73481,              1.1374,             0.85588,             0.81938,             0.87782,              0.7241,             0.65713,             0.93564,             0.65184,              1.1356,            0.005149,            0.005149,            0.005149
                 149,              1.0287,             0.74068,               1.147,             0.85567,             0.81935,             0.87796,             0.72447,              0.6573,             0.93555,             0.65151,              1.1355,            0.005116,            0.005116,            0.005116
                 150,               1.031,             0.73755,              1.1395,             0.85573,             0.81928,             0.87803,             0.72479,             0.65742,             0.93545,              0.6511,              1.1353,            0.005083,            0.005083,            0.005083
                 151,              1.0199,             0.72767,              1.1351,             0.85719,             0.81856,             0.87809,             0.72501,             0.65764,             0.93527,              0.6507,               1.135,             0.00505,             0.00505,             0.00505
                 152,               1.032,             0.73832,              1.1393,             0.85741,             0.81852,             0.87814,             0.72506,             0.65782,             0.93524,             0.65025,              1.1349,            0.005017,            0.005017,            0.005017
                 153,              1.0263,             0.72707,              1.1355,             0.85799,             0.81899,             0.87833,             0.72534,             0.65789,             0.93517,             0.64987,              1.1348,            0.004984,            0.004984,            0.004984
                 154,              1.0292,             0.73987,              1.1413,              0.8583,             0.81874,             0.87833,             0.72498,             0.65797,             0.93502,             0.64947,              1.1346,            0.004951,            0.004951,            0.004951
                 155,              1.0228,              0.7319,              1.1377,             0.85811,             0.81906,             0.87847,             0.72544,             0.65818,             0.93495,             0.64899,              1.1344,            0.004918,            0.004918,            0.004918
                 156,              1.0208,             0.72609,              1.1349,             0.85834,             0.81889,             0.87851,             0.72562,             0.65838,              0.9349,             0.64862,              1.1343,            0.004885,            0.004885,            0.004885
                 157,               1.018,             0.72826,              1.1376,             0.85804,             0.81872,             0.87861,             0.72562,             0.65856,             0.93492,             0.64824,              1.1343,            0.004852,            0.004852,            0.004852
                 158,              1.0154,             0.72197,              1.1349,             0.85853,             0.81825,             0.87863,             0.72566,             0.65868,             0.93486,             0.64785,              1.1341,            0.004819,            0.004819,            0.004819
                 159,              1.0146,             0.72523,              1.1366,             0.85718,             0.81994,             0.87875,             0.72579,              0.6587,             0.93481,             0.64745,              1.1341,            0.004786,            0.004786,            0.004786
                 160,              1.0212,             0.72947,               1.135,             0.85649,             0.82028,             0.87895,             0.72624,             0.65886,             0.93477,             0.64712,               1.134,            0.004753,            0.004753,            0.004753
                 161,              1.0098,             0.71365,              1.1298,             0.85735,             0.82013,             0.87902,             0.72632,             0.65915,             0.93465,             0.64672,              1.1339,             0.00472,             0.00472,             0.00472
                 162,                1.02,             0.72701,              1.1353,             0.85822,             0.81978,             0.87913,             0.72647,             0.65935,             0.93441,             0.64648,              1.1336,            0.004687,            0.004687,            0.004687
                 163,              1.0131,             0.72064,              1.1305,              0.8584,              0.8201,             0.87921,             0.72647,             0.65948,             0.93431,             0.64622,              1.1334,            0.004654,            0.004654,            0.004654
                 164,              1.0076,             0.71103,              1.1245,             0.85918,             0.81962,             0.87928,             0.72683,             0.65967,             0.93416,             0.64596,              1.1333,            0.004621,            0.004621,            0.004621
                 165,              1.0099,              0.7177,              1.1306,                0.86,             0.81849,             0.87937,              0.7271,             0.65977,             0.93408,             0.64563,              1.1331,            0.004588,            0.004588,            0.004588
                 166,              1.0114,             0.71275,              1.1288,              0.8614,             0.81716,             0.87946,             0.72708,             0.65993,               0.934,             0.64525,              1.1331,            0.004555,            0.004555,            0.004555
                 167,              1.0036,             0.70732,              1.1234,             0.86133,             0.81768,             0.87963,             0.72737,             0.66011,              0.9339,             0.64481,              1.1329,            0.004522,            0.004522,            0.004522
                 168,              1.0024,             0.70538,              1.1288,             0.86009,             0.81951,             0.87975,             0.72709,             0.66028,              0.9338,             0.64451,              1.1328,            0.004489,            0.004489,            0.004489
                 169,              1.0053,              0.7044,              1.1245,             0.86009,             0.81939,             0.87993,             0.72724,             0.66044,             0.93374,             0.64408,              1.1326,            0.004456,            0.004456,            0.004456
                 170,             0.99756,             0.69995,              1.1213,             0.85996,             0.81975,             0.88006,              0.7273,             0.66058,             0.93373,             0.64383,              1.1326,            0.004423,            0.004423,            0.004423
                 171,             0.99855,             0.69843,              1.1177,             0.86178,             0.81895,             0.88004,             0.72706,             0.66053,             0.93365,             0.64351,              1.1324,             0.00439,             0.00439,             0.00439
                 172,             0.99843,             0.70093,              1.1228,             0.86077,             0.81955,             0.88006,             0.72737,              0.6607,             0.93354,             0.64313,              1.1322,            0.004357,            0.004357,            0.004357
                 173,             0.99525,             0.69554,              1.1219,             0.86131,             0.81949,             0.88017,             0.72726,             0.66081,             0.93354,             0.64281,              1.1322,            0.004324,            0.004324,            0.004324
                 174,             0.99433,             0.69831,              1.1178,             0.86076,             0.81971,             0.88023,             0.72726,             0.66089,             0.93348,             0.64247,              1.1322,            0.004291,            0.004291,            0.004291
                 175,             0.99291,              0.6954,              1.1166,             0.86101,             0.81979,             0.88031,             0.72755,             0.66094,             0.93346,              0.6421,               1.132,            0.004258,            0.004258,            0.004258
                 176,              0.9927,             0.69173,              1.1182,             0.86152,             0.81964,             0.88045,             0.72756,             0.66097,             0.93348,             0.64181,              1.1321,            0.004225,            0.004225,            0.004225
                 177,             0.99726,             0.69941,              1.1222,             0.86218,             0.81874,             0.88048,             0.72808,             0.66112,             0.93347,             0.64149,              1.1321,            0.004192,            0.004192,            0.004192
                 178,             0.98776,             0.68462,              1.1122,             0.86166,              0.8194,             0.88053,             0.72811,             0.66128,             0.93346,             0.64104,              1.1319,            0.004159,            0.004159,            0.004159
                 179,             0.99406,             0.69137,              1.1113,              0.8614,             0.81982,             0.88056,             0.72764,             0.66125,             0.93342,             0.64071,              1.1318,            0.004126,            0.004126,            0.004126
                 180,             0.98463,             0.68491,              1.1151,             0.86111,             0.82013,             0.88058,             0.72779,             0.66135,             0.93345,             0.64027,              1.1319,            0.004093,            0.004093,            0.004093
                 181,             0.98895,             0.68843,              1.1164,             0.86143,             0.82017,              0.8807,             0.72779,             0.66153,             0.93335,             0.63989,              1.1317,             0.00406,             0.00406,             0.00406
                 182,             0.98501,             0.68149,              1.1088,             0.86074,             0.82077,             0.88078,             0.72776,             0.66162,              0.9333,             0.63948,              1.1315,            0.004027,            0.004027,            0.004027
                 183,             0.97996,              0.6853,               1.117,             0.86069,             0.82115,             0.88092,             0.72754,             0.66169,             0.93321,             0.63904,              1.1314,            0.003994,            0.003994,            0.003994
                 184,             0.98485,             0.68874,               1.119,             0.86056,             0.82174,             0.88083,             0.72764,             0.66175,             0.93319,             0.63867,              1.1313,            0.003961,            0.003961,            0.003961
                 185,             0.98387,             0.68777,              1.1145,             0.86046,             0.82209,             0.88081,             0.72804,             0.66198,             0.93311,             0.63832,              1.1312,            0.003928,            0.003928,            0.003928
                 186,             0.98225,             0.68387,              1.1122,             0.85882,             0.82321,             0.88091,             0.72818,             0.66211,             0.93306,             0.63794,              1.1311,            0.003895,            0.003895,            0.003895
                 187,             0.97017,             0.67276,              1.1063,             0.86078,             0.82211,             0.88107,             0.72825,             0.66234,             0.93301,             0.63754,               1.131,            0.003862,            0.003862,            0.003862
                 188,             0.97252,             0.67463,              1.1075,             0.85869,             0.82361,             0.88103,             0.72787,             0.66231,             0.93307,              0.6372,              1.1309,            0.003829,            0.003829,            0.003829
                 189,             0.97459,             0.67713,              1.1078,             0.85837,             0.82421,              0.8811,             0.72789,             0.66251,             0.93291,             0.63689,              1.1307,            0.003796,            0.003796,            0.003796
                 190,             0.97515,             0.67036,              1.1092,             0.86025,             0.82273,              0.8811,             0.72843,             0.66263,             0.93282,             0.63653,              1.1305,            0.003763,            0.003763,            0.003763
                 191,              0.9653,              0.6594,              1.1025,              0.8582,             0.82447,             0.88108,             0.72849,             0.66263,             0.93274,             0.63627,              1.1303,             0.00373,             0.00373,             0.00373
                 192,             0.96585,             0.66367,              1.1025,             0.85767,             0.82549,             0.88123,             0.72874,             0.66268,             0.93265,             0.63605,              1.1302,            0.003697,            0.003697,            0.003697
                 193,             0.97265,             0.67053,              1.1053,             0.85772,             0.82583,             0.88136,             0.72853,             0.66286,             0.93271,             0.63564,              1.1302,            0.003664,            0.003664,            0.003664
                 194,             0.97127,             0.66597,               1.106,             0.85772,             0.82643,              0.8816,             0.72886,             0.66308,             0.93267,             0.63531,                1.13,            0.003631,            0.003631,            0.003631
                 195,              0.9629,             0.66403,              1.1047,              0.8581,             0.82603,             0.88164,             0.72957,             0.66318,             0.93249,             0.63505,              1.1298,            0.003598,            0.003598,            0.003598
                 196,             0.96463,             0.66912,              1.1017,             0.85769,             0.82663,             0.88172,             0.72992,             0.66349,             0.93224,             0.63478,              1.1295,            0.003565,            0.003565,            0.003565
                 197,             0.96824,             0.66439,              1.1058,             0.85861,             0.82647,             0.88187,                0.73,             0.66365,             0.93205,             0.63448,              1.1293,            0.003532,            0.003532,            0.003532
                 198,             0.96111,             0.65862,              1.1004,             0.85891,             0.82634,             0.88182,             0.73013,             0.66369,             0.93198,             0.63419,              1.1293,            0.003499,            0.003499,            0.003499
                 199,             0.95762,             0.65653,                 1.1,             0.85841,             0.82686,             0.88193,             0.73021,             0.66391,             0.93185,             0.63397,               1.129,            0.003466,            0.003466,            0.003466
                 200,             0.95349,              0.6458,              1.0942,             0.85876,             0.82681,             0.88195,             0.73006,             0.66391,             0.93174,             0.63376,              1.1289,            0.003433,            0.003433,            0.003433
                 201,             0.95435,             0.64924,              1.0974,             0.85848,             0.82711,               0.882,             0.73046,             0.66396,             0.93173,             0.63363,              1.1288,              0.0034,              0.0034,              0.0034
                 202,             0.95902,             0.65234,              1.0981,             0.85947,             0.82624,             0.88201,             0.73042,             0.66407,             0.93165,             0.63348,              1.1287,            0.003367,            0.003367,            0.003367
                 203,             0.95002,             0.64624,              1.0915,             0.86068,              0.8252,             0.88205,             0.73034,             0.66414,             0.93159,              0.6333,              1.1286,            0.003334,            0.003334,            0.003334
                 204,             0.94783,             0.64549,              1.0952,             0.86103,             0.82434,             0.88207,             0.73059,             0.66425,             0.93154,             0.63324,              1.1284,            0.003301,            0.003301,            0.003301
                 205,             0.95495,             0.65303,              1.0972,             0.86086,             0.82448,             0.88209,              0.7309,             0.66444,             0.93144,             0.63312,              1.1282,            0.003268,            0.003268,            0.003268
                 206,             0.95916,                0.65,              1.0953,             0.86146,             0.82397,             0.88213,             0.73067,             0.66448,             0.93146,               0.633,              1.1281,            0.003235,            0.003235,            0.003235
                 207,             0.95079,             0.65119,              1.0943,             0.86092,             0.82472,              0.8822,             0.73063,             0.66458,             0.93149,               0.633,               1.128,            0.003202,            0.003202,            0.003202
                 208,             0.94528,             0.64381,              1.0921,              0.8616,             0.82462,             0.88227,             0.73119,             0.66472,             0.93151,             0.63283,              1.1279,            0.003169,            0.003169,            0.003169
                 209,             0.94427,              0.6425,              1.0927,             0.86199,             0.82455,             0.88228,             0.73113,             0.66476,             0.93147,             0.63264,              1.1278,            0.003136,            0.003136,            0.003136
                 210,             0.94735,             0.64508,              1.0926,             0.86316,             0.82406,             0.88239,             0.73145,             0.66492,             0.93141,             0.63255,              1.1276,            0.003103,            0.003103,            0.003103
                 211,             0.94076,             0.63768,              1.0892,             0.86352,             0.82393,             0.88246,             0.73161,             0.66506,             0.93151,             0.63245,              1.1277,             0.00307,             0.00307,             0.00307
                 212,             0.93196,             0.63532,              1.0857,             0.86349,             0.82379,             0.88243,             0.73181,             0.66515,             0.93152,             0.63235,              1.1277,            0.003037,            0.003037,            0.003037
                 213,             0.93863,             0.63136,              1.0868,             0.86424,             0.82323,             0.88259,             0.73169,             0.66534,             0.93152,             0.63231,              1.1276,            0.003004,            0.003004,            0.003004
                 214,             0.94058,             0.63577,              1.0898,             0.86445,              0.8236,             0.88261,             0.73219,             0.66551,             0.93144,             0.63222,              1.1275,            0.002971,            0.002971,            0.002971
                 215,             0.94149,              0.6409,              1.0917,             0.86534,             0.82281,             0.88269,             0.73214,             0.66555,             0.93151,             0.63217,              1.1275,            0.002938,            0.002938,            0.002938
                 216,             0.94169,             0.63656,              1.0885,             0.86695,             0.82136,             0.88275,             0.73278,             0.66567,              0.9314,             0.63226,              1.1273,            0.002905,            0.002905,            0.002905
                 217,             0.93122,             0.62582,              1.0839,             0.86662,             0.82202,             0.88281,             0.73309,             0.66578,             0.93145,             0.63225,              1.1274,            0.002872,            0.002872,            0.002872
                 218,             0.93878,              0.6333,              1.0871,             0.86745,             0.82146,              0.8829,             0.73339,             0.66586,             0.93147,              0.6322,              1.1274,            0.002839,            0.002839,            0.002839
                 219,             0.93099,             0.62817,              1.0856,             0.86768,             0.82128,             0.88288,             0.73354,             0.66593,             0.93144,             0.63218,              1.1273,            0.002806,            0.002806,            0.002806
                 220,              0.9267,             0.62663,              1.0828,             0.86785,              0.8214,             0.88295,             0.73337,             0.66599,             0.93141,             0.63231,              1.1272,            0.002773,            0.002773,            0.002773
                 221,             0.92749,             0.62047,              1.0807,             0.86756,             0.82165,              0.8829,              0.7336,             0.66614,             0.93132,             0.63226,              1.1271,             0.00274,             0.00274,             0.00274
                 222,              0.9295,             0.62824,              1.0805,             0.86759,             0.82224,             0.88296,             0.73351,             0.66623,             0.93132,             0.63217,               1.127,            0.002707,            0.002707,            0.002707
                 223,             0.92569,             0.62189,              1.0806,              0.8675,              0.8225,             0.88303,             0.73325,             0.66626,             0.93132,             0.63209,               1.127,            0.002674,            0.002674,            0.002674
                 224,             0.92738,             0.62264,               1.083,             0.86702,             0.82259,              0.8831,             0.73376,             0.66643,              0.9313,             0.63205,              1.1269,            0.002641,            0.002641,            0.002641
                 225,             0.92179,             0.61414,              1.0779,             0.86813,             0.82198,             0.88315,             0.73369,             0.66655,             0.93137,             0.63203,               1.127,            0.002608,            0.002608,            0.002608
                 226,             0.92238,             0.61864,              1.0755,             0.86841,             0.82208,             0.88324,             0.73382,             0.66671,             0.93149,               0.632,               1.127,            0.002575,            0.002575,            0.002575
                 227,             0.91864,             0.61374,              1.0743,             0.86835,             0.82238,             0.88325,             0.73422,              0.6668,             0.93154,             0.63201,               1.127,            0.002542,            0.002542,            0.002542
                 228,             0.92254,              0.6127,              1.0758,             0.86809,             0.82269,             0.88326,             0.73421,             0.66692,             0.93152,             0.63203,               1.127,            0.002509,            0.002509,            0.002509
                 229,             0.91888,             0.61346,              1.0773,             0.86795,             0.82296,             0.88332,             0.73435,              0.6671,             0.93157,             0.63201,               1.127,            0.002476,            0.002476,            0.002476
                 230,             0.91493,             0.61474,              1.0744,             0.86811,             0.82318,             0.88342,             0.73438,              0.6672,             0.93168,             0.63197,              1.1269,            0.002443,            0.002443,            0.002443
                 231,               0.915,             0.60884,              1.0733,             0.86883,             0.82286,             0.88354,             0.73462,              0.6674,             0.93172,             0.63198,              1.1268,             0.00241,             0.00241,             0.00241
                 232,             0.90212,             0.60312,              1.0701,             0.86973,             0.82232,             0.88356,             0.73485,             0.66744,             0.93179,             0.63197,              1.1269,            0.002377,            0.002377,            0.002377
                 233,             0.91432,             0.61081,              1.0724,             0.86976,             0.82262,             0.88356,              0.7349,             0.66758,             0.93178,             0.63201,              1.1268,            0.002344,            0.002344,            0.002344
                 234,             0.90811,             0.60765,              1.0674,             0.87116,             0.82151,             0.88355,             0.73537,             0.66763,             0.93184,             0.63203,              1.1268,            0.002311,            0.002311,            0.002311
                 235,             0.90608,             0.60112,              1.0684,              0.8712,              0.8216,             0.88359,             0.73568,             0.66778,             0.93213,             0.63205,              1.1271,            0.002278,            0.002278,            0.002278
                 236,             0.91065,             0.60173,              1.0677,             0.87103,             0.82158,             0.88361,             0.73538,             0.66787,             0.93219,             0.63215,              1.1271,            0.002245,            0.002245,            0.002245
                 237,             0.90501,             0.59405,              1.0634,              0.8714,             0.82157,             0.88368,             0.73562,             0.66787,              0.9323,             0.63227,              1.1271,            0.002212,            0.002212,            0.002212
                 238,             0.89907,             0.59541,              1.0654,             0.87099,             0.82227,             0.88369,             0.73571,             0.66789,             0.93244,             0.63239,              1.1272,            0.002179,            0.002179,            0.002179
                 239,             0.90368,             0.59862,              1.0703,             0.87099,             0.82249,             0.88373,             0.73591,             0.66811,             0.93244,             0.63255,              1.1271,            0.002146,            0.002146,            0.002146
                 240,             0.90538,               0.601,              1.0679,             0.87083,             0.82225,             0.88376,              0.7362,             0.66813,             0.93253,             0.63271,              1.1271,            0.002113,            0.002113,            0.002113
                 241,              0.8958,             0.59274,              1.0633,             0.87124,             0.82253,             0.88379,             0.73616,              0.6681,             0.93258,             0.63281,              1.1271,             0.00208,             0.00208,             0.00208
                 242,             0.89662,             0.59304,              1.0676,             0.87107,             0.82267,             0.88376,             0.73588,             0.66812,              0.9327,             0.63293,              1.1272,            0.002047,            0.002047,            0.002047
                 243,             0.89756,             0.59178,              1.0619,             0.87073,             0.82311,             0.88373,             0.73591,             0.66831,             0.93277,             0.63303,              1.1272,            0.002014,            0.002014,            0.002014
                 244,             0.89423,              0.5862,              1.0602,             0.87068,             0.82345,             0.88371,             0.73588,             0.66831,             0.93281,             0.63323,              1.1272,            0.001981,            0.001981,            0.001981
                 245,             0.89078,             0.58778,              1.0603,             0.87072,             0.82353,             0.88372,             0.73563,             0.66841,             0.93285,             0.63341,              1.1272,            0.001948,            0.001948,            0.001948
                 246,             0.89479,             0.58982,              1.0632,             0.87107,             0.82337,             0.88381,             0.73624,             0.66847,             0.93292,             0.63366,              1.1272,            0.001915,            0.001915,            0.001915
                 247,             0.88841,             0.58423,              1.0556,             0.86959,              0.8243,             0.88376,             0.73669,             0.66858,               0.933,             0.63393,              1.1272,            0.001882,            0.001882,            0.001882
                 248,             0.89133,              0.5864,               1.059,             0.87015,             0.82411,             0.88379,             0.73701,              0.6688,             0.93321,             0.63423,              1.1274,            0.001849,            0.001849,            0.001849
                 249,             0.88303,             0.57672,              1.0561,             0.86999,             0.82416,             0.88375,             0.73745,             0.66889,             0.93332,              0.6345,              1.1274,            0.001816,            0.001816,            0.001816
                 250,             0.88747,             0.57699,              1.0556,             0.87107,             0.82307,             0.88373,             0.73762,             0.66893,             0.93352,             0.63479,              1.1276,            0.001783,            0.001783,            0.001783
                 251,             0.88327,             0.57869,              1.0535,              0.8712,             0.82289,             0.88367,             0.73801,             0.66892,             0.93368,             0.63511,              1.1276,             0.00175,             0.00175,             0.00175
                 252,             0.88157,             0.57878,              1.0565,             0.87135,             0.82259,             0.88371,             0.73756,               0.669,             0.93373,              0.6354,              1.1277,            0.001717,            0.001717,            0.001717
                 253,             0.88242,             0.57806,               1.057,             0.87078,              0.8235,             0.88376,             0.73741,             0.66908,             0.93389,             0.63564,              1.1278,            0.001684,            0.001684,            0.001684
                 254,              0.8748,             0.57197,               1.053,             0.87092,             0.82334,             0.88376,             0.73773,             0.66913,               0.934,             0.63595,              1.1279,            0.001651,            0.001651,            0.001651
                 255,             0.87724,             0.57683,              1.0556,             0.87073,              0.8239,             0.88378,             0.73782,             0.66926,             0.93409,             0.63627,               1.128,            0.001618,            0.001618,            0.001618
                 256,             0.87513,             0.57475,              1.0535,             0.87073,             0.82356,              0.8838,             0.73795,             0.66932,             0.93425,             0.63658,              1.1282,            0.001585,            0.001585,            0.001585
                 257,             0.87566,             0.57083,              1.0522,             0.87063,             0.82372,             0.88375,             0.73756,             0.66938,             0.93439,             0.63682,              1.1282,            0.001552,            0.001552,            0.001552
                 258,              0.8725,             0.56812,              1.0486,             0.87057,             0.82386,             0.88373,             0.73765,             0.66945,             0.93466,              0.6371,              1.1284,            0.001519,            0.001519,            0.001519
                 259,             0.87208,             0.56989,              1.0479,             0.87062,               0.824,             0.88382,             0.73724,             0.66934,             0.93499,             0.63734,              1.1288,            0.001486,            0.001486,            0.001486
                 260,             0.87011,              0.5628,              1.0484,             0.87051,             0.82405,             0.88383,             0.73774,             0.66947,             0.93517,             0.63765,              1.1289,            0.001453,            0.001453,            0.001453
                 261,             0.86656,             0.55885,              1.0415,             0.87127,             0.82327,             0.88381,             0.73746,              0.6694,             0.93527,             0.63797,               1.129,             0.00142,             0.00142,             0.00142
                 262,             0.86914,             0.56743,              1.0492,             0.87094,              0.8237,             0.88384,              0.7379,             0.66944,             0.93545,             0.63826,              1.1291,            0.001387,            0.001387,            0.001387
                 263,             0.86289,             0.55669,              1.0454,             0.87043,             0.82399,              0.8838,             0.73798,             0.66957,              0.9356,             0.63862,              1.1292,            0.001354,            0.001354,            0.001354
                 264,             0.86224,             0.55349,              1.0423,             0.86998,             0.82411,             0.88382,             0.73811,             0.66962,             0.93571,             0.63889,              1.1293,            0.001321,            0.001321,            0.001321
                 265,              0.8637,             0.56056,              1.0452,             0.87043,             0.82396,             0.88384,             0.73806,             0.66953,             0.93584,             0.63911,              1.1294,            0.001288,            0.001288,            0.001288
                 266,             0.86258,             0.56489,               1.046,             0.87048,             0.82387,             0.88392,             0.73807,             0.66963,             0.93603,              0.6394,              1.1295,            0.001255,            0.001255,            0.001255
                 267,             0.85745,             0.55595,              1.0444,             0.87206,             0.82269,              0.8839,              0.7379,             0.66957,             0.93613,             0.63976,              1.1295,            0.001222,            0.001222,            0.001222
                 268,             0.85756,             0.55471,              1.0395,             0.87187,             0.82245,             0.88386,             0.73808,             0.66968,             0.93629,             0.64006,              1.1297,            0.001189,            0.001189,            0.001189
                 269,             0.85362,             0.55441,              1.0424,             0.87229,             0.82149,             0.88382,             0.73828,             0.66973,             0.93642,             0.64032,              1.1297,            0.001156,            0.001156,            0.001156
                 270,             0.84964,             0.54801,              1.0401,             0.87443,             0.81995,             0.88396,             0.73843,             0.66993,             0.93659,              0.6407,              1.1299,            0.001123,            0.001123,            0.001123
                 271,             0.85154,             0.54958,              1.0358,              0.8746,             0.81975,             0.88378,             0.73865,             0.66997,             0.93671,             0.64102,              1.1299,             0.00109,             0.00109,             0.00109
                 272,              0.8455,             0.54572,               1.037,              0.8747,             0.82053,             0.88404,             0.73867,             0.66999,             0.93684,             0.64129,                1.13,            0.001057,            0.001057,            0.001057
                 273,             0.85001,             0.54939,              1.0427,              0.8753,             0.82026,             0.88381,             0.73895,             0.66989,             0.93689,             0.64157,              1.1301,            0.001024,            0.001024,            0.001024
                 274,             0.85046,             0.54899,              1.0378,             0.87538,             0.82008,             0.88379,             0.73883,             0.66993,             0.93698,              0.6419,              1.1303,            0.000991,            0.000991,            0.000991
                 275,             0.84356,              0.5428,              1.0355,             0.87582,             0.81986,             0.88385,             0.73875,             0.66989,              0.9371,             0.64223,              1.1304,            0.000958,            0.000958,            0.000958
                 276,             0.84603,             0.54569,              1.0395,             0.87649,             0.81973,             0.88386,             0.73862,             0.66993,              0.9371,             0.64254,              1.1304,            0.000925,            0.000925,            0.000925
                 277,             0.84525,             0.54669,              1.0361,              0.8765,             0.81957,             0.88391,             0.73854,             0.67001,             0.93727,             0.64294,              1.1305,            0.000892,            0.000892,            0.000892
                 278,             0.84175,             0.53814,               1.033,             0.87651,              0.8197,             0.88387,             0.73868,             0.66998,             0.93746,             0.64339,              1.1307,            0.000859,            0.000859,            0.000859
                 279,              0.8382,             0.53861,              1.0336,             0.87572,             0.82011,             0.88382,              0.7389,             0.66988,              0.9376,             0.64373,              1.1308,            0.000826,            0.000826,            0.000826
                 280,             0.83713,             0.53858,              1.0334,              0.8753,             0.82038,             0.88375,             0.73888,             0.66988,             0.93788,             0.64408,              1.1311,            0.000793,            0.000793,            0.000793
                 281,             0.83592,             0.53567,              1.0306,             0.87552,             0.82023,             0.88366,             0.73873,             0.66986,               0.938,              0.6444,              1.1312,             0.00076,             0.00076,             0.00076
                 282,             0.83644,               0.534,              1.0307,             0.87534,             0.82051,             0.88363,              0.7388,             0.66984,             0.93802,             0.64484,              1.1313,            0.000727,            0.000727,            0.000727
                 283,               0.831,             0.53184,              1.0301,              0.8751,             0.82051,             0.88363,             0.73869,             0.66989,             0.93812,             0.64531,              1.1314,            0.000694,            0.000694,            0.000694
                 284,             0.83137,             0.53276,              1.0302,             0.87517,             0.82013,             0.88358,             0.73826,             0.66985,              0.9383,             0.64564,              1.1316,            0.000661,            0.000661,            0.000661
                 285,             0.83078,             0.53208,              1.0298,             0.87533,             0.82005,              0.8837,             0.73834,             0.66983,             0.93835,             0.64605,              1.1315,            0.000628,            0.000628,            0.000628
                 286,             0.83002,             0.52906,              1.0311,             0.87544,             0.82012,             0.88368,              0.7385,             0.66979,              0.9385,             0.64639,              1.1317,            0.000595,            0.000595,            0.000595
                 287,              0.8318,             0.52951,              1.0269,             0.87526,              0.8206,             0.88362,             0.73823,             0.66976,             0.93865,             0.64673,              1.1319,            0.000562,            0.000562,            0.000562
                 288,              0.8236,             0.52451,              1.0266,             0.87465,             0.82084,             0.88353,             0.73809,             0.66977,             0.93885,             0.64713,               1.132,            0.000529,            0.000529,            0.000529
                 289,             0.82063,             0.52531,              1.0268,             0.87441,             0.82105,             0.88342,             0.73811,             0.66977,             0.93897,             0.64759,              1.1322,            0.000496,            0.000496,            0.000496
                 290,             0.70072,             0.37826,             0.97836,             0.87356,             0.82136,             0.88339,             0.73791,             0.66975,             0.93905,             0.64805,              1.1323,            0.000463,            0.000463,            0.000463
                 291,             0.68931,             0.37261,              0.9734,             0.87357,             0.82155,             0.88332,              0.7378,             0.66967,              0.9392,             0.64852,              1.1326,             0.00043,             0.00043,             0.00043
                 292,              0.6876,             0.36918,             0.97099,             0.87333,             0.82145,             0.88306,             0.73783,             0.66967,             0.93925,             0.64903,              1.1327,            0.000397,            0.000397,            0.000397
                 293,             0.68064,              0.3653,             0.96443,             0.87344,             0.82143,             0.88319,             0.73806,             0.66968,             0.93937,             0.64953,              1.1329,            0.000364,            0.000364,            0.000364
                 294,             0.67888,             0.36572,             0.96696,              0.8722,             0.82253,             0.88311,             0.73814,             0.66963,             0.93959,             0.65005,              1.1332,            0.000331,            0.000331,            0.000331
                 295,             0.67293,             0.35754,             0.96715,             0.87231,             0.82244,             0.88307,               0.738,             0.66965,             0.93974,             0.65058,              1.1335,            0.000298,            0.000298,            0.000298
                 296,             0.67311,             0.35873,             0.96272,             0.87217,              0.8222,             0.88302,             0.73804,             0.66975,             0.93988,             0.65112,              1.1337,            0.000265,            0.000265,            0.000265
                 297,             0.67227,             0.35855,             0.96303,             0.87348,             0.82138,             0.88304,             0.73782,             0.66966,              0.9401,             0.65163,               1.134,            0.000232,            0.000232,            0.000232
                 298,             0.66447,             0.35132,             0.95779,             0.87331,             0.82148,             0.88304,             0.73783,             0.66964,             0.94026,             0.65216,              1.1343,            0.000199,            0.000199,            0.000199
                 299,              0.6648,              0.3499,              0.9604,             0.87277,             0.82177,             0.88302,             0.73806,             0.66972,             0.94048,             0.65268,              1.1346,            0.000166,            0.000166,            0.000166
